lead_key,business_name,category,owner_name,phone_primary,phone_secondary,whatsapp,email,address,city,pincode,latitude,longitude,opening_hours,has_website,website_url,website_quality,rating,review_count,years_in_business,socials,source,source_url,place_id,lead_score,lead_tier,data_fetched_at,stale_after,outreach_status,opt_out,sample_site_url,pitch_deck_url,notes,contact_channel,wa_link,region,country,assigned_employee,pain_points,recommended_pitch,crm_status,crm_notes,last_contacted_at,next_callback_at
ph:+917207167382,Minhaj Ul Haq Paediatric Clinic,Doctor,,+917207167382,,,,"H:NO 20-5-646, Asha Talkies Rd, beside Milap juice and food court, near Aam wali masjid, Zohra Colony, Shah Ali Banda, Hyderabad, Telangana 500065, India",Hyderabad,,17.3538406,78.470554,Monday: 3:00 – 11:00 PM; Tuesday: 3:00 – 11:00 PM; Wednesday: 3:00 – 11:00 PM; Thursday: 3:00 – 11:00 PM; Friday: 1:30 AM – 11:00 PM; Saturday: 3:00 – 11:00 PM; Sunday: 7:00 – 10:00 PM,False,,none,5.0,59,,,google_places,https://www.google.com/maps/place/?q=place_id:ChIJuULeWWuXyzsROkqUGMN1BcM,ChIJuULeWWuXyzsROkqUGMN1BcM,85,HOT,2026-07-27T16:31:09.197751,2026-08-26T16:31:09.197751,new,False,,,"MSG: Hi! This is Taarush, I run TK Vibes, a small web studio. I was actually looking up doctors in Hyderabad last week and Minhaj Ul Haq Paediatric Clinic kept coming up with great reviews — but I couldn't find a website, which honestly surprised me. So I went ahead and built a sample one for you. It's real, it's ready, and it's genuinely just a click away from going live. I'll send over the sample site and a short deck showing what it could do for you — no charge to look, no pressure. Would you like to see it?",whatsapp,https://wa.me/917207167382?text=Hi%21%20This%20is%20Taarush%2C%20I%20run%20TK%20Vibes%2C%20a%20small%20web%20studio.%20I%20was%20actually%20looking%20up%20doctors%20in%20Hyderabad%20last%20week%20and%20Minhaj%20Ul%20Haq%20Paediatric%20Clinic%20kept%20coming%20up%20with%20great%20reviews%20%E2%80%94%20but%20I%20couldn%27t%20find%20a%20website%2C%20which%20honestly%20surprised%20me.%20So%20I%20went%20ahead%20and%20built%20a%20sample%20one%20for%20you.%20It%27s%20real%2C%20it%27s%20ready%2C%20and%20it%27s%20genuinely%20just%20a%20click%20away%20from%20going%20live.%20I%27ll%20send%20over%20the%20sample%20site%20and%20a%20short%20deck%20showing%20what%20it%20could%20do%20for%20you%20%E2%80%94%20no%20charge%20to%20look%2C%20no%20pressure.%20Would%20you%20like%20to%20see%20it%3F,,,,,,,,,
ph:+919908560184,Kids First Children's Clinic & Vaccination centre | Dr. Keerti Kulkarni Paediatrician & Newborn specialist in Kokapet,Doctor,,+919908560184,,,,"1st Floor, MN Capital, opp. 7 Hills Apartments, Power Welfare Society, Narsingi, Kokapet, Hyderabad, Telangana 500075, India",Hyderabad,,17.3910224,78.3438006,"Monday: 10:00 AM – 2:00 PM, 5:30 – 8:00 PM; Tuesday: 10:00 AM – 2:00 PM, 5:30 – 8:00 PM; Wednesday: 10:00 AM – 2:00 PM, 5:30 – 8:00 PM; Thursday: 10:00 AM – 2:00 PM, 5:30 – 8:00 PM; Friday: 10:00 AM – 2:00 PM, 5:30 – 8:00 PM; Saturday: 10:00 AM – 2:00 PM, 5:30 – 8:00 PM; Sunday: Closed",False,,none,4.8,350,,,google_places,https://www.google.com/maps/place/?q=place_id:ChIJ84lYgm6VyzsRrcW7WqjCRwQ,ChIJ84lYgm6VyzsRrcW7WqjCRwQ,85,HOT,2026-07-27T16:31:09.197751,2026-08-26T16:31:09.197751,new,False,,,"MSG: Hi! This is Taarush, I run TK Vibes, a small web studio. I was actually looking up doctors in Hyderabad last week and Kids First Children's Clinic & Vaccination centre kept coming up with great reviews — but I couldn't find a website, which honestly surprised me. So I went ahead and built a sample one for you. It's real, it's ready, and it's genuinely just a click away from going live. I'll send over the sample site and a short deck showing what it could do for you — no charge to look, no pressure. Would you like to see it?",whatsapp,https://wa.me/919908560184?text=Hi%21%20This%20is%20Taarush%2C%20I%20run%20TK%20Vibes%2C%20a%20small%20web%20studio.%20I%20was%20actually%20looking%20up%20doctors%20in%20Hyderabad%20last%20week%20and%20Kids%20First%20Children%27s%20Clinic%20%26%20Vaccination%20centre%20kept%20coming%20up%20with%20great%20reviews%20%E2%80%94%20but%20I%20couldn%27t%20find%20a%20website%2C%20which%20honestly%20surprised%20me.%20So%20I%20went%20ahead%20and%20built%20a%20sample%20one%20for%20you.%20It%27s%20real%2C%20it%27s%20ready%2C%20and%20it%27s%20genuinely%20just%20a%20click%20away%20from%20going%20live.%20I%27ll%20send%20over%20the%20sample%20site%20and%20a%20short%20deck%20showing%20what%20it%20could%20do%20for%20you%20%E2%80%94%20no%20charge%20to%20look%2C%20no%20pressure.%20Would%20you%20like%20to%20see%20it%3F,,,,,,,,,
ph:+918143802069,DOVE CHILDREN’S CLINIC,Doctor,,+918143802069,,,,"Beside MJ furnitures Murad nagar, Dattadari Colony, Mehdipatnam, Hyderabad, Telangana 500006, India",Hyderabad,,17.3872353,78.4442224,Monday: 8:00 – 10:30 PM; Tuesday: 8:00 – 10:30 PM; Wednesday: 8:00 – 10:30 PM; Thursday: 8:00 – 10:30 PM; Friday: 8:00 – 10:30 PM; Saturday: 8:00 – 10:30 PM; Sunday: Closed,False,,none,5.0,44,,,google_places,https://www.google.com/maps/place/?q=place_id:ChIJUWJ66CaXyzsRqwfcWampVnc,ChIJUWJ66CaXyzsRqwfcWampVnc,85,HOT,2026-07-27T16:31:09.197751,2026-08-26T16:31:09.197751,new,False,,,"MSG: Hi! This is Taarush, I run TK Vibes, a small web studio. I was actually looking up doctors in Hyderabad last week and DOVE CHILDREN’S CLINIC kept coming up with great reviews — but I couldn't find a website, which honestly surprised me. So I went ahead and built a sample one for you. It's real, it's ready, and it's genuinely just a click away from going live. I'll send over the sample site and a short deck showing what it could do for you — no charge to look, no pressure. Would you like to see it?",whatsapp,https://wa.me/918143802069?text=Hi%21%20This%20is%20Taarush%2C%20I%20run%20TK%20Vibes%2C%20a%20small%20web%20studio.%20I%20was%20actually%20looking%20up%20doctors%20in%20Hyderabad%20last%20week%20and%20DOVE%20CHILDREN%E2%80%99S%20CLINIC%20kept%20coming%20up%20with%20great%20reviews%20%E2%80%94%20but%20I%20couldn%27t%20find%20a%20website%2C%20which%20honestly%20surprised%20me.%20So%20I%20went%20ahead%20and%20built%20a%20sample%20one%20for%20you.%20It%27s%20real%2C%20it%27s%20ready%2C%20and%20it%27s%20genuinely%20just%20a%20click%20away%20from%20going%20live.%20I%27ll%20send%20over%20the%20sample%20site%20and%20a%20short%20deck%20showing%20what%20it%20could%20do%20for%20you%20%E2%80%94%20no%20charge%20to%20look%2C%20no%20pressure.%20Would%20you%20like%20to%20see%20it%3F,,,,,,,,,
ph:+917995916038,Dr. Sanjeev Kumar,Doctor,,+917995916038,,,,"Plot No. 1, Subodaya Luxury Apartments YWCA Road Abids Next building to, Fernandez nursing home, Sultan Bazar, Abids, Hyderabad, Hyderguda, Telangana 500001, India",Hyderabad,,17.3922403,78.4789259,Monday: 8:30 AM – 4:00 PM; Tuesday: Closed; Wednesday: 8:30 AM – 4:00 PM; Thursday: 8:30 AM – 4:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: 8:30 AM – 4:00 PM; Sunday: Closed,False,,none,4.9,2987,,,google_places,https://www.google.com/maps/place/?q=place_id:ChIJXxtQrX-VyzsRT6E9n92a2ho,ChIJXxtQrX-VyzsRT6E9n92a2ho,85,HOT,2026-07-27T16:31:09.588175,2026-08-26T16:31:09.588175,new,False,,,"MSG: Hi! This is Taarush, I run TK Vibes, a small web studio. I was actually looking up doctors in Hyderabad last week and Dr. Sanjeev Kumar kept coming up with great reviews — but I couldn't find a website, which honestly surprised me. So I went ahead and built a sample one for you. It's real, it's ready, and it's genuinely just a click away from going live. I'll send over the sample site and a short deck showing what it could do for you — no charge to look, no pressure. Would you like to see it?",whatsapp,https://wa.me/917995916038?text=Hi%21%20This%20is%20Taarush%2C%20I%20run%20TK%20Vibes%2C%20a%20small%20web%20studio.%20I%20was%20actually%20looking%20up%20doctors%20in%20Hyderabad%20last%20week%20and%20Dr.%20Sanjeev%20Kumar%20kept%20coming%20up%20with%20great%20reviews%20%E2%80%94%20but%20I%20couldn%27t%20find%20a%20website%2C%20which%20honestly%20surprised%20me.%20So%20I%20went%20ahead%20and%20built%20a%20sample%20one%20for%20you.%20It%27s%20real%2C%20it%27s%20ready%2C%20and%20it%27s%20genuinely%20just%20a%20click%20away%20from%20going%20live.%20I%27ll%20send%20over%20the%20sample%20site%20and%20a%20short%20deck%20showing%20what%20it%20could%20do%20for%20you%20%E2%80%94%20no%20charge%20to%20look%2C%20no%20pressure.%20Would%20you%20like%20to%20see%20it%3F,,,,,,,,,
ph:+918299692562,"Shri Siddhivinayaka Heart and Diabetic Clinic, Dr Panduranga |Best Cardiologist in Suncity Hyderabad | 2 D Echo| ECG| TMT",Doctor,,+918299692562,,,,"Aarush Suzuki (suncity), Suncity main road, nursing home, Chevella Rd, beside suncity, Sun City, Hyderabad, Bandlaguda Jagir, Telangana 500091, India",Hyderabad,,17.365412,78.3972339,Monday: 9:30 AM – 9:00 PM; Tuesday: 9:30 AM – 9:00 PM; Wednesday: 9:30 AM – 9:00 PM; Thursday: 9:30 AM – 9:00 PM; Friday: 9:30 AM – 9:00 PM; Saturday: 9:30 AM – 9:00 PM; Sunday: Closed,False,,none,4.9,548,,,google_places,https://www.google.com/maps/place/?q=place_id:ChIJO6saMjmXyzsRS_DohrG-hiQ,ChIJO6saMjmXyzsRS_DohrG-hiQ,85,HOT,2026-07-27T16:31:09.588175,2026-08-26T16:31:09.588175,new,False,,,"MSG: Hi! This is Taarush, I run TK Vibes, a small web studio. I was actually looking up doctors in Hyderabad last week and Shri Siddhivinayaka Heart and Diabetic Clinic, Dr Panduranga kept coming up with great reviews — but I couldn't find a website, which honestly surprised me. So I went ahead and built a sample one for you. It's real, it's ready, and it's genuinely just a click away from going live. I'll send over the sample site and a short deck showing what it could do for you — no charge to look, no pressure. Would you like to see it?",whatsapp,https://wa.me/918299692562?text=Hi%21%20This%20is%20Taarush%2C%20I%20run%20TK%20Vibes%2C%20a%20small%20web%20studio.%20I%20was%20actually%20looking%20up%20doctors%20in%20Hyderabad%20last%20week%20and%20Shri%20Siddhivinayaka%20Heart%20and%20Diabetic%20Clinic%2C%20Dr%20Panduranga%20kept%20coming%20up%20with%20great%20reviews%20%E2%80%94%20but%20I%20couldn%27t%20find%20a%20website%2C%20which%20honestly%20surprised%20me.%20So%20I%20went%20ahead%20and%20built%20a%20sample%20one%20for%20you.%20It%27s%20real%2C%20it%27s%20ready%2C%20and%20it%27s%20genuinely%20just%20a%20click%20away%20from%20going%20live.%20I%27ll%20send%20over%20the%20sample%20site%20and%20a%20short%20deck%20showing%20what%20it%20could%20do%20for%20you%20%E2%80%94%20no%20charge%20to%20look%2C%20no%20pressure.%20Would%20you%20like%20to%20see%20it%3F,,,,,,,,,
ph:+919052195808,Dr Azhar Cardiologist’s HEALTH SPACE Heart and Speciality clinic| HYDERABAD,Medical Clinic,,+919052195808,,,,"9-4-133/1/A/2/2, 7 Tombs Rd, Raghava Colony, Jhansi Nagar Colony, Hans Nagar Colony, Toli Chowki, Hyderabad, Telangana 500008, India",Hyderabad,,17.3990914,78.4089854,Monday: 5:00 – 10:00 PM; Tuesday: 5:00 – 10:00 PM; Wednesday: 5:00 – 10:00 PM; Thursday: 5:00 – 10:00 PM; Friday: 5:00 – 10:00 PM; Saturday: 5:00 – 10:00 PM; Sunday: Closed,False,,none,5.0,463,,,google_places,https://www.google.com/maps/place/?q=place_id:ChIJ_WiSMR-XyzsRdlDdO9Z7Q0g,ChIJ_WiSMR-XyzsRdlDdO9Z7Q0g,85,HOT,2026-07-27T16:31:09.588175,2026-08-26T16:31:09.588175,new,False,,,"MSG: Hi! This is Taarush, I run TK Vibes, a small web studio. I was actually looking up medical clinics in Hyderabad last week and Dr Azhar Cardiologist’s HEALTH SPACE Heart and Speciality clinic kept coming up with great reviews — but I couldn't find a website, which honestly surprised me. So I went ahead and built a sample one for you. It's real, it's ready, and it's genuinely just a click away from going live. I'll send over the sample site and a short deck showing what it could do for you — no charge to look, no pressure. Would you like to see it?",whatsapp,https://wa.me/919052195808?text=Hi%21%20This%20is%20Taarush%2C%20I%20run%20TK%20Vibes%2C%20a%20small%20web%20studio.%20I%20was%20actually%20looking%20up%20medical%20clinics%20in%20Hyderabad%20last%20week%20and%20Dr%20Azhar%20Cardiologist%E2%80%99s%20HEALTH%20SPACE%20Heart%20and%20Speciality%20clinic%20kept%20coming%20up%20with%20great%20reviews%20%E2%80%94%20but%20I%20couldn%27t%20find%20a%20website%2C%20which%20honestly%20surprised%20me.%20So%20I%20went%20ahead%20and%20built%20a%20sample%20one%20for%20you.%20It%27s%20real%2C%20it%27s%20ready%2C%20and%20it%27s%20genuinely%20just%20a%20click%20away%20from%20going%20live.%20I%27ll%20send%20over%20the%20sample%20site%20and%20a%20short%20deck%20showing%20what%20it%20could%20do%20for%20you%20%E2%80%94%20no%20charge%20to%20look%2C%20no%20pressure.%20Would%20you%20like%20to%20see%20it%3F,,,,,,,,,
ph:+919849792919,Uma Heart Clinic,Medical Center,,+919849792919,,,,"Plot No 2, Subhodaya Apartment, YWCA Road, Bogulkunta, Abids, Hyderabad, Hyderguda, Telangana 500001, India",Hyderabad,,17.3923135,78.4790664,Monday: 8:30 AM – 4:00 PM; Tuesday: Closed; Wednesday: 8:30 AM – 4:00 PM; Thursday: 8:30 AM – 4:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: 8:30 AM – 4:00 PM; Sunday: Closed,False,,none,4.9,269,,,google_places,https://www.google.com/maps/place/?q=place_id:ChIJ8StdXdeZyzsRbW3Z2h2M56Y,ChIJ8StdXdeZyzsRbW3Z2h2M56Y,85,HOT,2026-07-27T16:31:09.588175,2026-08-26T16:31:09.588175,new,False,,,"MSG: Hi! This is Taarush, I run TK Vibes, a small web studio. I was actually looking up medical centers in Hyderabad last week and Uma Heart Clinic kept coming up with great reviews — but I couldn't find a website, which honestly surprised me. So I went ahead and built a sample one for you. It's real, it's ready, and it's genuinely just a click away from going live. I'll send over the sample site and a short deck showing what it could do for you — no charge to look, no pressure. Would you like to see it?",whatsapp,https://wa.me/919849792919?text=Hi%21%20This%20is%20Taarush%2C%20I%20run%20TK%20Vibes%2C%20a%20small%20web%20studio.%20I%20was%20actually%20looking%20up%20medical%20centers%20in%20Hyderabad%20last%20week%20and%20Uma%20Heart%20Clinic%20kept%20coming%20up%20with%20great%20reviews%20%E2%80%94%20but%20I%20couldn%27t%20find%20a%20website%2C%20which%20honestly%20surprised%20me.%20So%20I%20went%20ahead%20and%20built%20a%20sample%20one%20for%20you.%20It%27s%20real%2C%20it%27s%20ready%2C%20and%20it%27s%20genuinely%20just%20a%20click%20away%20from%20going%20live.%20I%27ll%20send%20over%20the%20sample%20site%20and%20a%20short%20deck%20showing%20what%20it%20could%20do%20for%20you%20%E2%80%94%20no%20charge%20to%20look%2C%20no%20pressure.%20Would%20you%20like%20to%20see%20it%3F,,,,,,,,,
ph:1800 103 7555,"ART Fertility Clinics - Jubilee Hills, Hyderabad",Medical Clinic,,1800 103 7555,,,,"2nd Floor, Heera Moti Complex, Plot number 8-2-293/82/A, Road No. 36, CBI Colony, Jubilee Hills, Hyderabad, Telangana 500033, India",Hyderabad,,17.4309951,78.4075252,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 9:00 AM – 7:00 PM; Saturday: 9:00 AM – 7:00 PM; Sunday: Closed,False,,none,4.8,576,,,google_places,https://www.google.com/maps/place/?q=place_id:ChIJ65rY-RGRyzsRLQU5yMRTVUE,ChIJ65rY-RGRyzsRLQU5yMRTVUE,85,HOT,2026-07-27T16:31:10.287752,2026-08-26T16:31:10.287752,new,False,,,"MSG: Hi! This is Taarush, I run TK Vibes, a small web studio. I was actually looking up medical clinics in Hyderabad last week and ART Fertility Clinics kept coming up with great reviews — but I couldn't find a website, which honestly surprised me. So I went ahead and built a sample one for you. It's real, it's ready, and it's genuinely just a click away from going live. I'll send over the sample site and a short deck showing what it could do for you — no charge to look, no pressure. Would you like to see it?",call,,,,,,,,,,
ph:+918686422333,jitender jain insurance services,Insurance Agency,,+918686422333,,,,"5-3-1040 1st floor shankerbagh nizamshahi road, Top khana Rd, above Ramdev Textiles, near Tulja Bhawani Temple, Shankar Bagh, Gaffar Hussain Complex, Malakunta, Feelkhana, Hyderabad, Telangana 500012, India",Hyderabad,,17.3810081,78.4745566,Monday: 10:00 AM – 8:00 PM; Tuesday: 10:00 AM – 8:00 PM; Wednesday: 10:00 AM – 8:00 PM; Thursday: 10:00 AM – 8:00 PM; Friday: 10:00 AM – 8:00 PM; Saturday: 10:00 AM – 8:00 PM; Sunday: 10:00 AM – 2:00 PM,False,,none,4.9,37,,,google_places,https://www.google.com/maps/place/?q=place_id:ChIJFXRO-X-XyzsR6yeoJ__a6Ds,ChIJFXRO-X-XyzsR6yeoJ__a6Ds,85,HOT,2026-07-27T16:31:13.482119,2026-08-26T16:31:13.482119,new,False,,,"MSG: Hi! This is Taarush, I run TK Vibes, a small web studio. I was actually looking up insurance agencys in Hyderabad last week and jitender jain insurance services kept coming up with great reviews — but I couldn't find a website, which honestly surprised me. So I went ahead and built a sample one for you. It's real, it's ready, and it's genuinely just a click away from going live. I'll send over the sample site and a short deck showing what it could do for you — no charge to look, no pressure. Would you like to see it?",whatsapp,https://wa.me/918686422333?text=Hi%21%20This%20is%20Taarush%2C%20I%20run%20TK%20Vibes%2C%20a%20small%20web%20studio.%20I%20was%20actually%20looking%20up%20insurance%20agencys%20in%20Hyderabad%20last%20week%20and%20jitender%20jain%20insurance%20services%20kept%20coming%20up%20with%20great%20reviews%20%E2%80%94%20but%20I%20couldn%27t%20find%20a%20website%2C%20which%20honestly%20surprised%20me.%20So%20I%20went%20ahead%20and%20built%20a%20sample%20one%20for%20you.%20It%27s%20real%2C%20it%27s%20ready%2C%20and%20it%27s%20genuinely%20just%20a%20click%20away%20from%20going%20live.%20I%27ll%20send%20over%20the%20sample%20site%20and%20a%20short%20deck%20showing%20what%20it%20could%20do%20for%20you%20%E2%80%94%20no%20charge%20to%20look%2C%20no%20pressure.%20Would%20you%20like%20to%20see%20it%3F,,,,,,,,,
ph:+917997186422,ICICI- Health Insurance.,Insurance Agency,,+917997186422,,,,"No 23, GS Towers, AP State Housing Board, Himayatnagar, Hyderabad, Telangana 500029, India",Hyderabad,,17.4017801,78.4841565,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,False,,none,5.0,27,,,google_places,https://www.google.com/maps/place/?q=place_id:ChIJDW4zcRGZyzsRWnMS1fxEs_o,ChIJDW4zcRGZyzsRWnMS1fxEs_o,85,HOT,2026-07-27T16:31:13.482119,2026-08-26T16:31:13.482119,new,False,,,"MSG: Hi! This is Taarush, I run TK Vibes, a small web studio. I was actually looking up insurance agencys in Hyderabad last week and ICICI- Health Insurance. kept coming up with great reviews — but I couldn't find a website, which honestly surprised me. So I went ahead and built a sample one for you. It's real, it's ready, and it's genuinely just a click away from going live. I'll send over the sample site and a short deck showing what it could do for you — no charge to look, no pressure. Would you like to see it?",whatsapp,https://wa.me/917997186422?text=Hi%21%20This%20is%20Taarush%2C%20I%20run%20TK%20Vibes%2C%20a%20small%20web%20studio.%20I%20was%20actually%20looking%20up%20insurance%20agencys%20in%20Hyderabad%20last%20week%20and%20ICICI-%20Health%20Insurance.%20kept%20coming%20up%20with%20great%20reviews%20%E2%80%94%20but%20I%20couldn%27t%20find%20a%20website%2C%20which%20honestly%20surprised%20me.%20So%20I%20went%20ahead%20and%20built%20a%20sample%20one%20for%20you.%20It%27s%20real%2C%20it%27s%20ready%2C%20and%20it%27s%20genuinely%20just%20a%20click%20away%20from%20going%20live.%20I%27ll%20send%20over%20the%20sample%20site%20and%20a%20short%20deck%20showing%20what%20it%20could%20do%20for%20you%20%E2%80%94%20no%20charge%20to%20look%2C%20no%20pressure.%20Would%20you%20like%20to%20see%20it%3F,,,,,,,,,
ph:+919963209591,EXPERT RERA SERVICES,Real Estate Agency,,+919963209591,,,,"S.S.R Chambers Complex, Telephone Bhavan Rd, opp. Rajdoot Hotel, Saifabad, Lakdikapul, Hyderabad, Telangana 500004, India",Hyderabad,,17.4055743,78.4648052,Monday: 10:30 AM – 6:00 PM; Tuesday: 10:30 AM – 6:00 PM; Wednesday: 10:30 AM – 6:00 PM; Thursday: 10:30 AM – 6:00 PM; Friday: 10:30 AM – 6:00 PM; Saturday: 10:30 AM – 6:00 PM; Sunday: Closed,False,,none,4.9,154,,,google_places,https://www.google.com/maps/place/?q=place_id:ChIJBz-9UyWRyzsRZbsXnmG2wr8,ChIJBz-9UyWRyzsRZbsXnmG2wr8,85,HOT,2026-07-27T16:31:14.170772,2026-08-26T16:31:14.170772,new,False,,,"MSG: Hi! This is Taarush, I run TK Vibes, a small web studio. I was actually looking up real estate agencys in Hyderabad last week and EXPERT RERA SERVICES kept coming up with great reviews — but I couldn't find a website, which honestly surprised me. So I went ahead and built a sample one for you. It's real, it's ready, and it's genuinely just a click away from going live. I'll send over the sample site and a short deck showing what it could do for you — no charge to look, no pressure. Would you like to see it?",whatsapp,https://wa.me/919963209591?text=Hi%21%20This%20is%20Taarush%2C%20I%20run%20TK%20Vibes%2C%20a%20small%20web%20studio.%20I%20was%20actually%20looking%20up%20real%20estate%20agencys%20in%20Hyderabad%20last%20week%20and%20EXPERT%20RERA%20SERVICES%20kept%20coming%20up%20with%20great%20reviews%20%E2%80%94%20but%20I%20couldn%27t%20find%20a%20website%2C%20which%20honestly%20surprised%20me.%20So%20I%20went%20ahead%20and%20built%20a%20sample%20one%20for%20you.%20It%27s%20real%2C%20it%27s%20ready%2C%20and%20it%27s%20genuinely%20just%20a%20click%20away%20from%20going%20live.%20I%27ll%20send%20over%20the%20sample%20site%20and%20a%20short%20deck%20showing%20what%20it%20could%20do%20for%20you%20%E2%80%94%20no%20charge%20to%20look%2C%20no%20pressure.%20Would%20you%20like%20to%20see%20it%3F,,,,,,,,,
ph:+918309975256,Yashoda Pearls & Jewels,Jewelry Store,,+918309975256,,,,"1-58/5/A, above Bank Of India, near Atrium Mall, P Janardhan Reddy Nagar, Gachibowli, Hyderabad, Telangana 500032, India",Hyderabad,,17.443872,78.3630104,Monday: 11:30 AM – 8:00 PM; Tuesday: 11:30 AM – 8:00 PM; Wednesday: 11:30 AM – 8:00 PM; Thursday: 11:30 AM – 8:00 PM; Friday: 11:30 AM – 8:00 PM; Saturday: 11:30 AM – 8:00 PM; Sunday: 11:30 AM – 6:00 PM,False,,none,4.9,2063,,,google_places,https://www.google.com/maps/place/?q=place_id:ChIJwXCi54WTyzsRhbGdCw6Tg2o,ChIJwXCi54WTyzsRhbGdCw6Tg2o,85,HOT,2026-07-27T16:31:16.934960,2026-08-26T16:31:16.934960,new,False,,,"MSG: Hi! This is Taarush, I run TK Vibes, a small web studio. I was actually looking up jewelry stores in Hyderabad last week and Yashoda Pearls & Jewels kept coming up with great reviews — but I couldn't find a website, which honestly surprised me. So I went ahead and built a sample one for you. It's real, it's ready, and it's genuinely just a click away from going live. I'll send over the sample site and a short deck showing what it could do for you — no charge to look, no pressure. Would you like to see it?",whatsapp,https://wa.me/918309975256?text=Hi%21%20This%20is%20Taarush%2C%20I%20run%20TK%20Vibes%2C%20a%20small%20web%20studio.%20I%20was%20actually%20looking%20up%20jewelry%20stores%20in%20Hyderabad%20last%20week%20and%20Yashoda%20Pearls%20%26%20Jewels%20kept%20coming%20up%20with%20great%20reviews%20%E2%80%94%20but%20I%20couldn%27t%20find%20a%20website%2C%20which%20honestly%20surprised%20me.%20So%20I%20went%20ahead%20and%20built%20a%20sample%20one%20for%20you.%20It%27s%20real%2C%20it%27s%20ready%2C%20and%20it%27s%20genuinely%20just%20a%20click%20away%20from%20going%20live.%20I%27ll%20send%20over%20the%20sample%20site%20and%20a%20short%20deck%20showing%20what%20it%20could%20do%20for%20you%20%E2%80%94%20no%20charge%20to%20look%2C%20no%20pressure.%20Would%20you%20like%20to%20see%20it%3F,,,,,,,,,
ph:+919821144764,Bangalore Dental & General Polyclinic,Dental Clinic,,+919821144764,,,,"Plot No. 221 RHB Colony, opposite ganesha temple, Garudachar Palya, Mahadevapura, Bengaluru, Karnataka 560048, India",Bengaluru,,12.9929024,77.6969064,Monday: 9:00 AM – 8:30 PM; Tuesday: 9:00 AM – 8:30 PM; Wednesday: 9:00 AM – 8:30 PM; Thursday: 9:00 AM – 8:30 PM; Friday: 9:00 AM – 8:30 PM; Saturday: 9:00 AM – 8:30 PM; Sunday: 9:00 AM – 4:30 PM,False,,none,4.9,1190,,,google_places,https://www.google.com/maps/place/?q=place_id:ChIJEWW9o28RrjsR0ZX_O_TZLng,ChIJEWW9o28RrjsR0ZX_O_TZLng,85,HOT,2026-07-27T16:31:17.588841,2026-08-26T16:31:17.588841,new,False,,,"MSG: Hi! This is Taarush, I run TK Vibes, a small web studio. I was actually looking up dental clinics in Bengaluru last week and Bangalore Dental & General Polyclinic kept coming up with great reviews — but I couldn't find a website, which honestly surprised me. So I went ahead and built a sample one for you. It's real, it's ready, and it's genuinely just a click away from going live. I'll send over the sample site and a short deck showing what it could do for you — no charge to look, no pressure. Would you like to see it?",whatsapp,https://wa.me/919821144764?text=Hi%21%20This%20is%20Taarush%2C%20I%20run%20TK%20Vibes%2C%20a%20small%20web%20studio.%20I%20was%20actually%20looking%20up%20dental%20clinics%20in%20Bengaluru%20last%20week%20and%20Bangalore%20Dental%20%26%20General%20Polyclinic%20kept%20coming%20up%20with%20great%20reviews%20%E2%80%94%20but%20I%20couldn%27t%20find%20a%20website%2C%20which%20honestly%20surprised%20me.%20So%20I%20went%20ahead%20and%20built%20a%20sample%20one%20for%20you.%20It%27s%20real%2C%20it%27s%20ready%2C%20and%20it%27s%20genuinely%20just%20a%20click%20away%20from%20going%20live.%20I%27ll%20send%20over%20the%20sample%20site%20and%20a%20short%20deck%20showing%20what%20it%20could%20do%20for%20you%20%E2%80%94%20no%20charge%20to%20look%2C%20no%20pressure.%20Would%20you%20like%20to%20see%20it%3F,,,,,,,,,
